id,gender,age,topic,sign,date,text
3771987,male,42,Education,Capricorn,"28,June,2004","                 I was just watching Michael Moore's documentary, 'Bowling for Columbine.' He's seeking to understand why the U.S. is such a violent country. He examines various reasons that people often gives: video games, violent movies, music lyrics, guns, etc. The most intriguing part is when he interviews various Canadians. Any reason for America's violence that you give, it seems, doesn't make sense when compared with Canada. For example, Canadians play video games, watch violent movies, listen to the same kind of music, and own lots and lots of guns, but very few people get murdered by guns in a year. The clips imply that America's culture of fear is at least partly to blame. For example, Canadians are so relaxed, don't lock their doors, yet have less violent crime (although the people he interviewed did admit that burglars have broken into their homes to steal things). I wonder what sociologists have to say about all this.      "
78196,female,35,indUnk,Aries,"25,March,2002","                  Back To A Normal Life   Now that I've told my Savannah stories, it's back to business.  I had a great birthday.  Evermean, Tini, and Magenta took me out to dinner at Marrakesh (7 course meal).  That was a blast.  Evermean bought me a beautiful white gold necklace.  One of my closest friends had over 100 girls sing Happy Birthday to me over the phone from Chicago (before the fashion show)..lol    Last night, I cried like a somebitch when Halle Berry won that Oscar.  CONGRATULATIONS HALLE!!!  I cried worse than I did when Swan won!  Me and Evermean sat there crying while her sister was looking at us like, 'yall suck.  crying is so not cool.'  LOL  She's 17...(figures).  Sidney Potier almost got me, but Halle had me awf da Cowardly Lion cry.    Other than that, I've been chillin'.  Pretty much a housewife.  Right now, I'm babysitting Evermean's sisters for Spring Break.  They are so cute..lol.        "
180519,female,23,indUnk,Cancer,"10,January,2002","       I am highly entertained by Adam, Megan and Tara's webposts for today. I laughed aloud at each of them. Especially Adam's and the line 'which just goes to prove that my house was built on top of a meth lab.' Maybe y'all won't find them as funny. But I still recommend them.   Marisa and I went out to lunch and both realized the same thing: we are having a perfectly normal and happy time (well I am when I have enough painkillers) at home, except when we get on the phone/internet with our significant others back at school. That's when the missing depression hits. Weird. Take it as flattery, boys.          "
3338865,male,26,Non-Profit,Aries,"08,August,2004","       I did went out today. It's a borin experience. Nothin to do, on strict budget (Hah!) and the jam studio was booked till 10. Urh. I'm currently makin a homepage fer my company. I dunno if this is the right thing to do coz my everyday life might get even busier if my boss find out bout his company's website and likes it. So why the hell did I do it? Dunno. Just testin. The layout is still pretty rough, I have some idea on the would-be layout (which is nice in my head, maybe nicer if done or worst) but I think it'll probably take some time to finish it. Not gonna rush on that coz basically, nobody asked me to do it. Yeah. Sendiri cari pasal. :).  Later.         "
3229623,female,14,indUnk,Leo,"15,June,2004","           hello. i really dont know what to say but i think i will just ramble about stuff that just comes to mind. plus i need to practice my free hand typing. so yeah. i hope all of you out there are ok. im hungery if anything. oh well thats what i get for not eating this morning. but yeah.what sounds good to eat.... i have no clue. but i will probally go home and eat cereal out of the box like i always do...heres a song by NIN! i love these guys... even if your not to fond of them you have to give them credit for the, well, the way they put everything together is genious. did i spell that right? lol well im not one sooo yeah. here is 'THE FRAGILE'She shines In a world full of ugliness She matters When everything is meaningless  Fragile She doesn't see her beauty She tries to get away Sometimes It's just that nothing seems worth saving I can't watch her slip away  I won't let you fall apart (x4)  She reads the minds of all the people as they pass her by Hoping someone can see If I could fix myself i'd - but it's too late for me  I won't let you fall apart (x4)  We'll find the perfect place to go where we can run and hide I'll build a wall and we can keep them on the other side ...but they keep waiting ...and picking and picking and picking and picking...  It's something I have to do I won't let you fall apart I was there, too I won't let you fall apart Before everything else I won't let you fall apart I was like you I won't let you fall apart-NIN  yep there is one of my favorite songs by NIN. so anyway. more mindless typing is on its way. no one has to read this post its just so i can type and get better at tying free hand and to take up time etc. i hope i get paid for working this weekend. that would be great. and hopefully i can get someone to take me to redwood valley cellers so i can visit grant and 'boss' him around. lol hey! talking about grant.. if your out there.. are you gonna be in town thursday??(tomorrow?) cuz if you are do you want to catch dinner as 'they' say? oco time! did i spell that right? i think so.. and so does maya... but i guess ill just call you about it. lol mmmm... an oco sounds sooo good! and a japanese soda! grant your trying one when we go. whether it be tomorrow or whenever...lol. hmm you know im in computers right now, and im not doing my work cuz im already like 3 days ahead and i dont feel like doing more work. though maya is like done with everything! i have about 23 more lessons... thats about... 3 to 4 lessons a day.. hell i cando it. thats easy. or so i think.  hey grant.. one more thing... i got 4 more people into blogger..lol isnt it crazy how one person can now something, then by spreading the word about that one thing.. people tell other people.. blah blah blah blah.... you know this world is a funny thing if you ask me.you know in 100 years or so our lives are going to mean nothing. no one is probally going to remember us and what we learned and acomplished in our life.i remember asking my boyfriend, chris, once, what do you think the meaning of life is? he said he had no clue i think, but told me that when we die we find out. maybe it is pointless. maybe the meaning is just to live. who knows. maybe its stupid. maybe thats why we find out when we die. maybe if we knew what the meaning of life was some people out there wouldnt want to live. but then again, if the reason was a good one, it might compell others to live instead of killing themselves. but i dont know. it al a mystery to me. but its supposed to be. to everyone. there are more questions than answers by far. why was/were 'god/gods' created? why am i here? am i here just because im here? is everything in our lives planed out like a book? unfolding as we go on living out our daily lives? what would not have been if i hadnt been born? if someone did create the human race(creationism) why? wouldnt it be easer to just not have made anything at all? boy... my brain hurts. well... why do we as humans strive to make money and become rich and famous? what compells us to do so? what makes us want to be 'beautiful' 'handson' etc.? how do we feel things emotionally? when some we love doesnt love you back, what makes us feel that certain pircing pain in our hearts? i donno. my mother told me that i see things different than any other person she knows. that my mind is made up more complex than tones of others. she told me i should be an artist or some sort. photography would be good she said. but i have to go. bye bye.           "
559080,female,39,Arts,Sagittarius,"08,August,2004","        And, unfortunately, I will no longer be the opening act for  urlLink Ladies' Choice  at the Charleston.  Because Ladies' Choice is not going back to the Charleston, ever, after that last...  show.    (Clearing throat.) Oh well.  Plenty of other places to read.  I think I'm going to get real ambitious and go for  Dixon Place.           "
114645,male,17,Student,Virgo,"04,January,2004","                 Currently listening to: Saints and Sailors by Dashboard Confessional ....and now my post....    Have you ever done anything for money? Would you do anything for money? That's how I feel right now. I feel like I could just scream. I feel so alone. I don't know why either. It is frustrating sometimes. Know what I mean?  Now onto my day: Today was quite boring and depressing. I woke up about 10:15. Cleaning the garage yesterday took more out of me then I thought. Wow! So then my mom asks me if I want to go to the mall with her, and I said sure, so I got in the shower. Then we head off to the mall. My mom took her suit I got her for Christmas back. It didn't fit. Damn! But I was close. She said she will go back. The lady at Macy's was a bitch. She was rude when she found out we didn't have our tag from the suit. Not that we needed it, since we had the dress. What is it? Sales people are rude to customer week?  Then we went to Mervyn's so my mom could find shoes. She found some cool ones on sale for $25. That is always good.  Then we went to the Big Inning to watch the Broncos - Colts game. Damn did the Broncos suck. They lost, big time. And Neal was playing like a damn Raider. Oh well, baseball starts soon. Baseball starts in 7 weeks. Well pitchers and catchers report then. I can't wait till Spring Training.  I'm losing my bet to Tiffany. My bet: The Avalanche will have a better season then the Redwings. The Redwings are 4 games ahead of the Avalanche. But it is a long season.  God, I can't wait to go back to school. I'm so bored, and I miss seeing Trystin.  This is how I feel about Ryan:  . Oh well, maybe he will come around. I'm tired, and the Simpson's are on, so I will write more tomorrow.             "
3908974,female,23,Student,Libra,"25,May,2004","       Stormed like mad last night.    All day clouds were parked over northeast Kansas, turning the weather all gray and sticky and foreboding.  Everyone I talked to said they felt something coming.  Since nothing much ever happens here, the local news was having a fit about it, throwing up pictures of radar and safety warnings and recorded calls of old ladies reporting possible twisting formations they saw from their kitchen windows.  A tornado can kill you.  It can take away your possessions.  It can pull down the walls around you but leave your cup unspilled on your coffee table.  But all we got was rain, which in some perverse way disappointed me.  I want to be stripped of everything sometimes.  I am poor with day to day trivialities and I am slightly socially inept-- I am not punctual.  But I am good in  danger.    It rained harder than it has in years.  The last time it rained like that was the year I ran away from home, can it really be six years ago?  I remember at the time I thought it was a sign.  (I have always been strangely religious for an atheist.)  It rained until the streets looked like rivers.  It was practically Biblical.  I moved here with my best friends from my hometown, and we always did bizarre things just to be doing bizarre things.  It rained so much that we gave up on being dry and just walked around outdoors in our bathing suits.  I was lonesome and estranged from my family, and I was officially a high school dropout.  If I stopped being silly long enough to acknowledge these facts, I would feel a big windy hole in my chest.  (And thunder ripping above me all the while.)  But in the end the sun came out.  I am sure I missed out on a lot of good things in doing what I did, but since I'll never know what I missed, I feel fine.  (The road not taken, I suppose.)  My man was acting kind of weird last night.  We made cookies for my roommate, which was a disaster and not even worth the headache...We had to leave some of them in the oven while we helped contain our friend's cats and hide out while the storm was on.  They turned hard and brown in our absence.  And then she came home-- No love there, we're still in the doghouse for reasons I am losing patience with.    But my man...I thought something was wrong and it made me nervous.  We drove about in the rain, and when we hit campus, I started getting nostalgic about the last time we had a good rain.  I said, Let's go outside!  And there we were, running knee deep through rainwater, with cold drops pelting us so I couldn't stop shrieking from the excitement.  Lightning lit up the sky.  I hope nothing's wrong.  I hope it's not, because in spite of myself, I am all tangled up.  In ways, love is like letting someone hold a blade to your throat.  I have to believe he won't cut me.  But even the slightest thing makes me worry that he will.  I know I am wrong, and that it's probably nothing, and it's unfair to make him pay for what others have done to me.  Gun-shy girl slept alone last night.  Today begins my project of self denial.  I put it so dramatically, but the bottom line is I am going on a diet.  I ate my hundred calories this morning and I packed my apple for lunch...I felt so miserable and the hunger pains haven't even started yet.  But I've put on a few and I've been wearing big fat man's pants and the last time I saw a photograph of myself, I said 'Who the hell is that?  So it begins today...    "
449628,male,34,indUnk,Aries,"15,December,2003","            'Faith consists in believing what reason cannot... In order to believe something, it is not enough that it should be possible.'  -- Voltaire         "
658958,male,24,Communications-Media,Leo,"09,February,2004","                 I'm not a big fan of American Idol and I've never really watched it, but Kristi sent me this link and I thought it was pretty funny.  Be sure to watch this guy's audition video if you have never seen it before.   urlLink William Hung: A Real American Idol! The Online Tribute to Will Hung a.k.a. Hong Kong Ricky Martin                "
644059,female,25,Engineering,Scorpio,"26,March,2004","        5ives is still going strong.  urlLink 5ives: Five good responses for telemarketers or collection agencies      1. Im sorry, but what does this have to do with human sacrifice?    2. Seriously, will you still be this interested in me after weve dated for a while?    3. Would you be able to tell if I were defecating right now?    4. I am French. Your money means nothing to me.    5. I can smell your panties through the phone.                "
906582,female,25,Engineering,Taurus,"04,March,2003","                   Thank God It's Friday!!      This week as been so long.  I'm tired of work.  Today's been the worst, cuz it seems like I can't do anything right.  Oh well, mistakes happen - the problem is when the same mistake keeps occurring.  I've been missing a certain friend lately.  I met her at school, and for some reason, I clicked with her right away.  I don't know if she felt the same way, but we were pretty good friends as school friends go, and we hung out quite a bit.  But she moved away when she got a sweet job offer when we graduated.  I miss her lately.  I know I could call her . . . boy, I have a lot of those friends and relatives! *L*  Anyways, she's a very interesting person.  Very lively, always upbeat.  She has an awesome sense of humour.  She's assertive and accepting.  I wish we'd gotten to be better friends outside of school - maybe then we'd be in better contact now.  Maybe the motivation wasn't there because I wasn't relationship material.  It took me until the end of our first year of school to realize that she had a very wide pool of dating possibilities. =)  But it didn't bother me, cuz she was still a great person.  This entry is a tribute to her, even though she's not dead or anything. =)  She's a smart cookie, and a hard worker.  And she seemed to think I was pretty smart, too.  I liked that.  Actually, most of the few girls in my class were smart cookies.  I miss hanging out with all of them.    She knew how to party.  Boy, the stories she would come to school with on Monday morning.  Heck, even a Thursday morning! *L*    She swore that she didn't like cats, but came to love her sister's cats.  You were so funny about those cats, Donna!  And within a month of moving, you were sorely missing them.  Even though I highly doubt she knows about my blog - Donna, call me next time you're in town!  OK, there's my mission for the weekend - I'm going to call her and see how she's doing. =)      "
449628,male,34,indUnk,Aries,"01,August,2003","            'Giving a man space is like giving a dog a computer: the chances are he will not use it wisely.'  -- Bette-Jane Raphael, via  urlLink Dog News          "
3416026,female,26,Student,Libra,"26,July,2004","       In an effort to alienate both of my remaining readers, I will have to again bring your attention to the Park Slope destination spot that is Bageltique.    The New York Times' 'City' section ran a short  urlLink piece  yesterday about the guys that I call the Park Slope Mob, but who are apparently just a bunch of retired commodities brokers playing violins for days gone by.  You may or may not remember  urlLink my Bageltique review  from back in May.  But if you do, you may notice that the Times' characterization of Bageltique's service is totally consistent with my own.  Behold (from the NYT):  'The Bageltique is the kind of place where you can, if you want, try to order the usual, but the guy behind the counter may or may not remember, even if you have been there a thousand times, like Mr. Silinonte has.'   And yet... and yet... not even ONE mention of ChinStrap.  So disappointing.          "
3801369,male,35,Technology,Aquarius,"12,July,2004",              urlLink    Taking a quick kip after a tough day's sailing.&nbsp; urlLink            
939313,male,25,Marketing,Aries,"02,June,2004","       Sorry for the long pause. Just got better from some fever, stomach bug, etc. i normally don't like to tell people i'm sick. i dunno if its like some macho pride syndrome thingy, or i just don't like people to know that ur in a week and vulnerable state. entahla, bodoh sombong la kot. whatever it is, i'm back now. so i'll be doing my thing like i use to..     "
2753990,female,15,indUnk,Gemini,"31,January,2004","       And forever we will be ...  Always have the best of times with all of you.  I guess some people will never understand the fact that good friends are hard to to find.    ONLY 13 DAYS  Can't wait. It is going to be so much fun.    Why do parents always seem to favor one child? Good one.  I try to stick up for myself and just dig a deeper hole. It's going to wind up killing me one of these days. I just don't know what to do anymore.   'You are older. You need to set the example. You should know better.' Well, when is he ever going to learn to grow up on his own, without someone holding his hand every step of the way? When is he going to have to look reality straight in the face?  - I had to, every step I took .. I had no one's footsteps to follow in. I am digging my own path through life, and I think I am doing a pretty good job. Sure, I am hitting a few rough spots, but I can work just as hard, if not harder, to get through it.   When is he going to have to follow through on his own?   Daily Words of Wisdom ... Keep your head up, hold on strong.           "
1739407,female,33,indUnk,Scorpio,"30,July,2004","          'As aliens detained by the military outside the sovereign territory of the United States and lacking a sufficient connection to this country, petitioners have no cognizable constitutional rights,' the lawyers said in court papers.     urlLink ~ ABC News    "
2948199,female,27,Manufacturing,Gemini,"10,June,2004","           So I started to write this big long post about loving men who drive big trucks.  Then work took over and I totally lost my train of thought.  Oh well.  That doesn't change the fact that the bigger the truck, the more I love it.   Old Herb drives a spectacular machine.  At lease he used to.  I've heard he's traded in the one we used to drive to lunch in.  That sucks.  I would have traded a lot of what I own to have that truck, even if I do only drive a mile to work.  She sat so tall and proud, it always took just the right amount of effort to climb up into her.  Well, in jeans at least...getting into that truck in a skirt could have been slightly obscene.  Ok, so you get the idea...I loved that truck.    T-minus 9 days until we get to start moving...but I'm not counting.  My sister is coming over Saturday.  I am FINALLY getting a haircut.  This mop is getting all ratty looking again.  Also gonna recolor it.  The red's almost completely faded now, and with five weeks until race time, I figure this gives me enough time to color and touch it up.  Other than moving, nearly everything I do in the next two months will revolve around the race.  Yes, I'm staying red.  I have to.  Whoever said blondes have more fun has obviously never been (or been with) a redhead....         "
2581616,female,24,Non-Profit,Sagittarius,"30,July,2004","       have been cleaning fairly diligently.  i was interrupted by 2 calls from Mom and took a break to do a daily check of blogs i like.  i've lots left to do but i don't plan to stop until it's done so it's ok.  i'll have fresh sheets to sleep in and the hardwood floors will be free of stray, white cat hairs.  i found a little station playing some crazy irish music which definitely served to raise my spirits and get to cleaning.  in the end they were playing Flogging Molly and it was fun.  i'm off to twirl wildly with abandon and clean, clean, clean.  more later..           "
1381825,female,16,indUnk,Scorpio,"07,June,2004","       Today was certainly not the ideal day off. It was pretty icky.  I started feeling a little sick last night, but it wasn't that bad so I just went to be early to try to sleep it off. So this morning my mom offered to take me out to lunch, which is always loads of fun, so we went. It was pretty nice - we went to the Rockford. I love that place. Afterwards, we decided to go to the mall to pick up my glasses. Finally. So we got there and started looking at the el cheapo ones because my dad wants me to try those first. The woman I went to for my prescription basically told me that even a prescription wouldn't help me because it's some funky teenage thing that I'll eventually outgrow. So basically I'm supposed to have a permanent migraine from now until after college. Great. My mom told me, though, that if I didn't like the cheap ones that we could try the prescription just in case. So I started looking through the cheap ones and first of all, they just magnify things, they don't help my problem, and second, they don't come all the way up on your eyes so you have to cock your head back to do any kind of computer work. I couldn't stand them, so I said that we should just try the prescription because my head is killing me. Conveniently enough, my mother left the prescription at home. Lovely. So now I'm tired, have a fever, and I still don't have my glasses. This is when my mom decided she wants to go blouse shopping with me. So we look around and, of course, don't find anything as usual. It was still another hour or so before we could go pick up my sister and go home, so my mom offered to take us to a coffee shop to wait. We got in the car and drove to the cafe. When we got there, my mom saw that there was a new camera store next door, so she sent me to get her drink and then come back. I waited in that camera store for what felt like forever with nowhere to sit down and nothing to do. I started feeling sick to my stomach because the air in there was kind of weird. We finally left and got my sister from school. We got home and I took some medicine for my sore throat and went to bed. I slept for an hour and then got up to do homework. I was supposed to go see my sister's cello concert but I managed to get out of it. So here I am, feeling awful, doing my homework. Some day off.  I want a refund.         "
2963843,female,23,Student,Cancer,"26,March,2004",             Hmm.. guess what I've been doing the whole day.. Bingo! Project! God I'm so tired.. only managed to reach home at around 10 pm.. I have class tomorrow morning as well.. Since nothing much happened today there's nothing much to type about.. haha.. unless if I write about organisation structures and strategies I'll have alot to discuss.. haha.. I'm such a nerd! K take care n nite my bloggie         
3375499,female,13,indUnk,Libra,"08,June,2004",       ytd abt 1am sumthing slp.. den today my eldest bro called hm.. at abt 9am.. den wake mi up.. sian.. den mum came hm wif da breakfast.. den i eat le den start using com.. 10.33am.. so abt thurs dat thing... do let mi noe.. thanks         
3512700,female,13,Student,Capricorn,"20,June,2004","                 Your best match is a Gemini, Libra, or Aquarius     Why? You crave excitement and playful banter  Only an Air Sign can match your wit - and keep you on your toes  As for fun, an Air Sign guy will show you plenty… with tons of surprises  Just be sure to introduce him to some new playful experiences as well!      urlLink  What Sign Should You Date? Take This Quiz :-)        urlLink Find the Love of Your Life  (and More Love Quizzes) at Your New Romance.                "
565751,female,23,indUnk,Taurus,"09,June,2004","       Well, my boyfriend is officially moving in to my place come this July 1, but already I'm buying groceries for 2. Driving him around kinda blows but I thank him for the company.   End scene.          "
2100992,male,17,Student,Capricorn,"09,April,2004","                 Ooooh, a new title feature was installed. HEY, WHY DIDN'T ANYBODY TELL ME!? Oh, well... yeah, i've got nothing to add, I just wanna test this thing out.               "
3424903,female,15,indUnk,Aries,"04,August,2004","       Today was pretty much a gigantic yawn. Got up at 10 to watch a little tv, hung out at home all day, and then went to rehearsal. rehearsal wasnt too bad though. I got attacked by a group of little girls, and totally screwed up in this one scene--oh, and then sam decides that im not giving him enough attention so he goes and trambles on my script, and now its a wrinkled mess. sheesh thanks, sam. (happy now? ur in my blog)....but other than that it went well. i got to hear costya talk to his gramma in russian!!! good times.... So, im getting my wisdom teeth out in a couple weeks here. should be a thrilling experience. Im actually looking forward to the whole being pushed in a wheelchair thing. the puffy cheeks--not so much. oh well, im sure ill brighten a few peoples day with my chipmunk cheeks. haha thats a great name... 'chipmunk cheeks'...kinda hard to say without sounding like an idiot though. Yah, you know you just said it outloud to see how it would sound...lol.  (Ha, making this post was an adventure, haha, only kayla understands)  no one ever leaves me comments...kinda sad. so click the thing that says '_ comments' and leave me one!          "
1915405,female,24,indUnk,Taurus,"08,August,2004",       From Devdas&nbsp; urlLink     urlLink       
1374867,female,13,indUnk,Aquarius,"22,April,2003",           I have to do homework right now. I'll see if I can type somehting tomorrow. If not WHO GIVES?         
2889784,female,17,Education,Virgo,"01,March,2004","           hmmm faveorite songs??? Chop Suey- system of a down Winners- deadsy Korn- got the life Cure- Just like heaven  these are mine, what are yours? im confused... am i suppose to tell you mine? either way i already have         "
3580456,male,26,Internet,Libra,"21,June,2004","       Today will be the the release date of the web project I've been on for the last three/four months.  Steep learning curve as I had to learn html, javascript (somewhat), C#, ado.net, and asp.net.  I learned much and with this new found knowledge I'm out hunting for a new job.  We'll see come Wednesday 4:30 PM.         "
2155463,male,23,Student,Sagittarius,"25,December,2003","   I think I finally found what I'm looking for, or at least pinpointed the goal I'm trying to reach.  Our pastor talked about yearning for an 'indestructible well-bring of soul' in his message last night, and I think that this is exactly what I've been trying to find.  He used this phrase as a definition of joy, but I think it has so many more meanings to it - joy, contentment, belonging, righteousness, and so many other qualities are wrapped up in the concept of 'well-being.'  I think that I had this at one time, but I know I don't have it now - my soul feels fragile like an egg-shell, cowering in the corner from all the beatings and bruises its taken (i.e. disappointments, etc.).  All I'm looking for, hoping for, praying for is someone who would actually come alongside me and help me, challenge me, prod me towards the path I need to be on - but of course, this has been a hope for several years now, and I've pretty much given up all hope of it actually happening.  Sometimes I just want to scream during church or when I'm with my Christian friends or something, ask what it is about me that makes people so indifferent about my spiritual well-being.  Is it that I'm too passive?  Seemingly too good (well, I could clear up that misconception real quick...)?  Don't seem to have any problems?  Too 'weird,' too caught up in the metaphysical aspects of things?  Not committed enough?  Whatever the reason, I just wish that someone would actually care...but I'm not holding my breath. "
3745464,female,15,Student,Pisces,"18,August,2004",       so im still grounded and when i say grounded i mean i not grounded like most kids when they get grounded  i dont have my cell most kids have like no ppl over no going anywhere i just get my cellphone taken away...yea my dads not good at grounding and then he leaves it out in the open for me to use..i dont get it. I get my cell back tomorrow. Anyways im grounded for sayin fuckin...yeah my dad...i dunno...i didnt do much of anything today just kinda hung around the house. i did go to blockbuster and get movies i re-rented the Texas Chainsaw Masscure and GRIND. GRIND FUCKIN ROCKS!!! i love that movie...it was kinda cheesey..but adam brody and bam are FUCKIN SEXY!! opps dad i said FUCKIN 3 FUCKIN times!! oh god no! but yeah then ben and terri came over but didnt stay cuz i was cleaning. Tomorrow i go to register for school. I think Brandon is takin me sometime in the morning and keynan is coming over so we can talk which is something much needed. It seems like lately everyone got all this drama and im fuckin sick of it (4) so this trip to FL is well needed! it will good to get away for a week. The only thing im worried about is how my grades are gonna slip usally im not worried about them but last year i got a break i didnt do anything but i know from now on i need to work soo hey ill do it. Like i said before i really didnt do much of anything i was gonna go with lacey somewhere but i didnt have my cell so she just went thanks kid! lol but yea i dunno i think im done for tonight...peace esay like mac n cheesey          
788358,male,24,Arts,Libra,"04,May,2003","             Life is infinitely larger than any little person, incident, or thing that may annoy us.  Think about it.         "
3394485,male,23,indUnk,Virgo,"14,July,2004","           This cracked me up so hard I had to share it; for no particular reason, I was jerking around on iMDB and came across the page on American Pie.&nbsp; The featured review, the one that appears at the top as selected by iMDB staff, was the work of a Jack Christal-Gattanella, of New Jersey.&nbsp; And this is how it begins: &nbsp; 'American Pie is a teenage comedy that works on a level and then does not on conservative levels. And that can be summed up by one word as does not not work for conservatives- Pie.' &nbsp; OK, so, what have we learned?          "
4113328,male,14,indUnk,Capricorn,"14,August,2004","            this one's for danie...      the magician says, 'i'm going to pull out a rabbit from my hat'   and u say, 'that's impossible!'   and then he does it, and ur like, 'wow, that's amazing!'      i'll be in the middle of a sheep pen [dont laugh, nay] for the next two days, but i'll probably be at the prayer rally if i can ^-^           "
2284001,female,23,indUnk,Capricorn,"23,June,2004",           i arrived home today to discover that bunny had left me this message:    Bunny : hey poopy  Bunny : there's this oncologist in my lab and today he spent most of his time talking to various doctors about a patient who's got some kind of weird gel coming out of her ass  Bunny : and meanwhile i'm sitting right there getting all excited
746460,female,24,indUnk,Gemini,"16,December,2003","       There is not one thing more irritating than having to tell perpetually stupid people the same thing over and over.  The children next door are two of the most abnoxious, ignorant, under-supervised products of random imbreeding I have ever met.  So far CPS has been called out to their house 9 or 10 times (not by me.)  I am wondering how these awful parents, whom let their daughter ( I am guessing she is in between 6-8 years old) Swing a metal snow shovel around my trailor windows and car. And allow their 4-5 year old to play in the street, and ride the bike alone.  They throw things at my house, they scream for help like someone is kidnapping them, and when you go to check on them, nothing is wrong except the can't tie their shoe.  Parents who allow this kind of shit to happen are hideous!  If you can't handle the responsibility of children, give them to some who can!  ~Tiffany    "
3473351,female,33,Law,Scorpio,"24,June,2004","   My Family and Jesse James  I am the family's resident genealogist. I am aware of how many times I am my own cousin. Big deal. The royals did it, we did it, oh well. Appalachian Royalty has a certain twang and we don't have one eye in the middle of our forehead or hemophilia.   There is a family story, passed on by my Great-Great-Grandmother Julie (Ma-Ma's side). Now G-G-Grandma Julie was about the same age as my Great-Grandmother on my Pa-Pa's side, so she wasn't really THAT old in relation to the rest. She did live to see great-great grandchildren born, just like my Pa-Pa.   The story is that Julie lived with her mother in Pikeville, KY in the late 1800's. Supposedly, her mother ran a boardinghouse in the area, Jesse James stayed there, or rather they hid him while on the lam, and he tipped my g-g-grandmother $50 for bringing him a meal. Now, I'm inclined to believe it was $5 which probably seemed like $50 as she said she was 6 or 7 years old at the time.   Other family genes have discounted this story because supposedly Jesse James was not in that area at the time. Julie was not the type to make up stories of that nature so I was leaning toward Julie. (Now, I never knew her personally, I'm only going on the character reference of my grandfather and grandmother) I dug around and dug around in archives and such looking for clues to Jesse James whereabouts during this time frame.   Finally, I found what I was looking for. I was reading stories on www.crimelibrary.com.  Its my thing. Yes, I read about serial killers and the mob and outlaws. It serves me well. They have a section on Jesse James which is fairly long and involved written by a Civil War buff and BOOYAH! There it is in black and white... he went through KY in August of 1876. Julie would have been 6 or 7 years old at the time as she was born in August 1869. My family were conferedate sympathizers, even though they all deserted, and in old stories were linked to Quantrill's Raiders.   This doesn't prove that Jesse James and my g-g-grandmother ever crossed paths. But it doesn't disprove it either. I'm naturally more inclined to believe the family story, with a grain of salt, that we aided and abetted one of the most notorious outlaws ever. I'm so proud...sniff... does anyone have a tissue? "
